源节点,目标节点,担保时间,担保类型,担保金额
T665aae479339b6fa17d5eb260e693950,Tb793fbf33013bf08189b446595c587af,1900-1-1,Cross,31900
T29ef3b361a9741370d363bfd927c4158,Ta1b3cb7f5b0a50d600b22b62dd135f3b,1900-1-1,Cross,31998.6
T0d8a0318fe94127f001aea5cc63ba190,Tec7115bcf8d82298db8235570c6eef7c,1900-1-1,Chain,32000
T17be78a9b2d76bfe0621db9728fd39fd,T5edd927c262baba5b5c0214839bb04e8,1900-1-1,Cross,32000
T245da453bb6ea4da0366ffd6c20b235e,Tdcae8beb83169e81568d55aa06f3150b,1900-1-1,Cross,32000
T36dad0f8f4291a6697486ad4d1a6cba7,T41ca3ead65ff3212e728566c83c43620,1900-1-1,Cross,32000
T49662be77b0875c76c9f39cf14a92cd9,Te148397641178891c9e61edb254f3d8a,1900-1-1,Chain,32000
T5179e5b987827d1290831c9c40aeba3f,Tc4b22fecaeac9ee6533cc1c42f2fa74d,1900-1-1,Cross,32000
T5350cffc8d376301bfcf406a1ef858ac,Te80644d8ab70b92e870f0e0db5f88258,1900-1-1,Chain,32000
T668e9e0a6dd37fcf6e1c2c8710614e71,Ta9b368825983dcd04559ffa77509d967,1900-1-1,Cross,32000
T8dd082f6efe2983634e365dff26d67e5,T355fbd92298a5c46efac616d9792c453,1900-1-1,Cross,32000
Ta208362915ab7e0d7797600951c24340,T8956ffb837c15e678de26ebc0b7478a5,1900-1-1,Cross,32000
Tab2ca693309c01c1443fe53d775080b0,T239f67c5acc731220e83bf7d620654f9,1900-1-1,Cross,32000
Tcd8068ae6fd5ba729e2f0e83f6fa87a5,Tb1730f6fe4967d1a3b60f4d544172840,1900-1-1,Chain,32000
Td0f753be11cf32741c9d255cf1769de0,Tc8571106034efbe160d6aee587ae36f2,1900-1-1,Focus,32000
Te4d1a84b4e3ad519f4c49b55da5e1403,T219ac53214921268a31dea449498010e,1900-1-1,Chain,32005.92
T00e0f52da0e27c1101fe8311eae270ad,Tce8f0c8cd543cf06fee248dcd138c4a5,1900-1-1,Focus,32006.4
T2667bf2d2a81ef2e259aba4234c61a0b,T629d122514b6407ac0a38ca441c3e85b,1900-1-1,Chain,32053.44
T8b6296243fcfbac3556f4983ea412392,Tc71312e1158679688038e1f717644c3b,1900-1-1,Cross,32120.16
Te4c1ea337be39ab645d9796bde6ddcf3,Tbcd3521212a1b851e427cf72b490c873,1900-1-1,Cross,32200
T23f49f2ef310927cb507072b8d2deee2,Tace6cdf5f38a360b0ae662d0684d9c76,1900-1-1,Cross,32400
Te7a70f1bb18be389cba6a0ebeafb69fd,Tdc41e49721a2d848b9bd3e5ee28a73e1,1900-1-1,Chain,32501.76
Tf571e6f3a1cfb1af85a72d67137d1ba6,T4ad799ae525cf4780d5f0904fedd1bb9,1900-1-1,Chain,32600
T665aae479339b6fa17d5eb260e693950,T2e7066a1d7af3ad39ebe8ec408c65f02,1900-1-1,Cross,32700
T67243ce35fa7d44f485361679e4ab2b8,T4b9ea847e7810e88b6d3abfbacffa9a9,1900-1-1,Cross,32900.06
T25c417ba04055cbf8164aae2296f4f7c,Ta806cbebceb6832e49ee8c929d39e3a8,1900-1-1,Chain,32980
T1cccb8cbe8ffa517b54a9654dfed9561,Te64e3f89c90d9e4fa5abce25b3b026bc,1900-1-1,Focus,33000
T758977c61fc31819ae4b385566193a19,Te64e3f89c90d9e4fa5abce25b3b026bc,1900-1-1,Focus,33000
Ta073e0388f86e482940bcb214572c419,Tcb80ea27def10a81512dfaa7ea92fdea,1900-1-1,Cross,33000
Tab2ca693309c01c1443fe53d775080b0,Tc3ae3aeb7b2e120edd6e2fe422278bf1,1900-1-1,Cross,33000
Tac55bbf5c98b8ec67a9efafcf337e82f,T3a021a6a359e6e497a0ede539b3105b6,1900-1-1,Chain,33000
Tfc3c6314fe41ed75349b5bea765cb974,T399c3d7cdd36791dd3ca6e25f64ddcae,1900-1-1,Chain,33000
TT000025234,Ta1cdf0e1acaa4970badcfc7021c90750,1900-1-1,Chain,33000
T4255280d546333c2b5952b4af7456f65,T9bab7a7765b7ab17eb3b481b735e1f00,1900-1-1,Chain,33249.94
T50afbbf23b4ffa36b2c27a0bfa853789,T8c617591910b68eb5abe69a0db2c0bb3,1900-1-1,Focus,33288
Tc2678e4b65a7300e90d5eb2006e1e684,T6b1e935ab682ce50e2733276ba263e83,1900-1-1,Cross,33400
T07d9ba3afb49a27bd2165000eaa1570b,T5cecdd8a7435ed4f005e961873cc19af,1900-1-1,Cross,33410.94
T02cd974b6611a7fbbf43e717ad20a6db,Tcf76c607a0d2edc320d6f2dfa0064d71,1900-1-1,Chain,33500
Tc2678e4b65a7300e90d5eb2006e1e684,T21f5aff6b3d86b1d7972df2b24a6739d,1900-1-1,Cross,33512.73
Tc2678e4b65a7300e90d5eb2006e1e684,T17f66e11e9f5fc0b6989a59d3f04bf37,1900-1-1,Cross,33575.26
T003bdab39c5a82891e06fe324c5f44b6,T5e4c5fdb8e4769998b1b4719d1fef9dc,1900-1-1,Chain,33600
T1232cb49b6209390812b361fa59e770c,Te0c609ff96879ccd163303a0b15976ed,1900-1-1,Chain,33600
T751060f582ed5b7785ff5a6bbb6cefe9,Teffa19969077afae16183e057cebbe34,1900-1-1,Chain,33861.8
T751060f582ed5b7785ff5a6bbb6cefe9,Teffa19969077afae16183e057cebbe34,1900-1-1,Chain,33861.8
Tf8be7eedda52b9aa88eb67c9560b5a58,T9b4473765bc9ff0179d525950b6382a3,1900-1-1,Chain,33873
T21978c9b279870d70511c228df06aa5e,T09c29d98a4bb3e1452572cc09407554a,1900-1-1,Cross,34000
T36e0060ba5d300234254e7502d498d18,Te91d0678949a45d2824af2be38f253ab,1900-1-1,Chain,34000
T4a38b26bda3cbd2b7e00bebefd1d2704,Ta08b227c31eb738d8f16ba1d1934b232,1900-1-1,Chain,34000
T4b69d3614fcc826fbb9a82ba999a6445,T869229ff2213a787b5c1465cef59f79c,1900-1-1,Cross,34000
T4e4398639bd64a2241d5e8ebf7c5ec3d,T104a6c7931694746c999b673d2500878,1900-1-1,Chain,34000
T874cf750ff0e5b2b8e8094a510fb5d5b,T555c37eedd1f5e59ac3fbffbbaf483e3,1900-1-1,Chain,34000
Ta879c2a9fa7b21752d4e4dd2ffd38feb,T312e5757b3e22f01dfa7c532e80f3610,1900-1-1,Cross,34000
Tbeed24d27e95e3d2f90e2d9eb90c67ca,T6b1ac85ff6b10e2f7d6b060458b4f792,1900-1-1,Cross,34000
T245da453bb6ea4da0366ffd6c20b235e,T7724ddd89e09d90d09678cddcfad1f2f,1900-1-1,Cross,34040
Te9a1665c686d879e8f86bf3847c6eb49,T8fa15b831221588006ffb04a6259e003,1900-1-1,Cross,34068
T49d11a2b0e54279456c95955219cdf9a,Ta23b3d75f733e4fc270f0a1207f69da6,1900-1-1,Chain,34100
Te34e63f80517e307789b465d7eb99b79,T2e3f78bf2cb7565e425d2dec18b7538d,1900-1-1,Cross,34100
T91fe565a4ffafb2e873b2ee569293644,Ted5be2733ff4cdb36b02906b885763c6,1900-1-1,Cross,34200
T8a4a477e2c1d89e07b250bc3094ee32b,T0dc0cfc8be4bc560b9df219ea0eb4514,1900-1-1,Focus,34360
T55768f1dfb3cdaf8129d59d6544ec928,T342ad513feeccf2876707fd6fd5c6cb8,1900-1-1,Cross,34400
Te8d7878b05c309ee21d4c415ad7259ed,T206c5d89dfa6f58a71fde6430684f2d1,1900-1-1,Chain,34483.5
T8dd082f6efe2983634e365dff26d67e5,T934329e3edc4622de24cfaab86705903,1900-1-1,Cross,34507.98
T55768f1dfb3cdaf8129d59d6544ec928,T0b7ce743858c37db47e8d81498722508,1900-1-1,Cross,34529.172
T1bd68cb17a47136989ee9a35e453aca3,T328dee016f4bdbf7b597ccc382fe560d,1900-1-1,Chain,34536.7
Tb865416364b30e5906dd0ad7b0855caa,T90e4aac56b6b455ba7dcf049c74ebb30,1900-1-1,Focus,34679
Tdb91469c8c8d03dd599ec1120a1effc8,T90e4aac56b6b455ba7dcf049c74ebb30,1900-1-1,Focus,34679
T55768f1dfb3cdaf8129d59d6544ec928,T87fabb5b2467e2698382320fb8277273,1900-1-1,Cross,34786
Tbf01cd09d48d974458327e5db80d8574,Tee843d40caaeeb66c541aede5a56c2fe,1900-1-1,Cross,34979.46
T02ab45015f398f29cfa004bb04a1cb5a,T00ce6f6554b12a372bf52817da1c0c24,1900-1-1,Cross,35000
T14d56028a11f03f63b3d2795548d81d1,T73f5b683f61df75e3b50612793270670,1900-1-1,Chain,35000
T36e54937b5ba4b25c3e32525749ee278,T73f5b683f61df75e3b50612793270670,1900-1-1,Chain,35000
T525f459c82475053232ed0cb355a62b2,T79b3bbb3c849c936b0bf27b465de0927,1900-1-1,Cross,35000
T7066a264504fba74e80ca1f30cc03a0e,T23033765339488d3261b5a206fbe4842,1900-1-1,Chain,35000
T9b06931ffd7c2ef8467fe5b3838fc0f0,Ta2cbd9e5941ca555c39d3fa3629ba86b,1900-1-1,Cross,35000
Tab2ca693309c01c1443fe53d775080b0,T496b0176273e10ea2cb84c5cc6e19597,1900-1-1,Cross,35000
Tad952b79e8a9d485a93e61044892821e,Tb1a8cf65534093fd46b76c57c8e45dee,1900-1-1,Cross,35000
Tc421b5cf9d709fca6a1e3ad9d60e7ee3,Ta2056cf90d9d14331144d46664db1800,1900-1-1,Chain,35000
Tf359d2f3ee067e37003d72f09b70f9e7,T73f5b683f61df75e3b50612793270670,1900-1-1,Focus,35000
T9526511f8edc19e7ef2030b48fea6c44,Tc6ddf66d9478bbb071ad2700fbbed304,1900-1-1,Focus,35253.26
T5fc4bc73e20c00d01617188778905c98,T7da2eadc99e3a932c7e8059357d7b107,1900-1-1,Chain,35400
T794e7d3c892c4fe4fa1172ab22e17157,Ta2c45c59f5c7642f2440cdb72bf7248a,1900-1-1,Chain,35400
T0144060a0579991c273566c23bf947dc,Tafcd26fc080dfa8fba002a2c6ffb783d,1900-1-1,Chain,35864.08
T7cfc0cb79e7e6030bd8845b1b094dc2a,T2af1b5ca1cbb2408c78cfc4c400c3491,1900-1-1,Chain,35910
T0c7662e2a6b85de6878a9ec3b13ca8cf,T63cc2a67b93e43fb05c9fd1960043818,1900-1-1,Cross,36000
T11ef1aa6c89b616c269b24bd1bad5285,Tae2f09687161bf5ef49485980296dea2,1900-1-1,Cross,36000
T166504fdf5ea1c8f260e238a78e1c447,Tfef76624f1b81ad49ba6f026a75478f0,1900-1-1,Chain,36000
T17467296043788c17aeb4c8065a4e514,T8efda69f1b4865d15023e353463917e4,1900-1-1,Chain,36000
T2ad8164539183860cf627225d073e790,T3136de93cc52a6a956130bafe88fca81,1900-1-1,Chain,36000
T2ad8164539183860cf627225d073e790,T3136de93cc52a6a956130bafe88fca81,1900-1-1,Chain,36000
T4374f16400f9f290db6a0c26b9d444cc,Te16d9c3b84bfda8760ac0d468d22a1cf,1900-1-1,Chain,36000
T4b69d3614fcc826fbb9a82ba999a6445,T9d7da677021a80efe942877acbe87617,1900-1-1,Cross,36000
T5752506b33f72feb828d6a6b0c507d0b,Tf181d48785403ab9877be7c26f23e931,1900-1-1,Chain,36000
T57f1ea5a22c8ce021dab1d765b60dc0f,T70749101698cb9c94635a14ecbb1c962,1900-1-1,Cross,36000
T8a196fcde10cb8ce533ad00e327f68db,Tdbc00d2550f0440ab051511544fe7b6c,1900-1-1,Chain,36000
T901f93e6c65951a5b3dafe0355c3e881,T8b6a1f0fc65c7cec4a37a2f7a7d058a6,1900-1-1,Cross,36000
Ta0da1e096791de938cfdb5aaa89861db,Tb12bd5d0962736c751e614a10f236b3c,1900-1-1,Cross,36000
Tab2ca693309c01c1443fe53d775080b0,T0297e572ef37abfafd2404adc432d2c9,1900-1-1,Cross,36000
Tab2ca693309c01c1443fe53d775080b0,Tc4e8e8d12022132449e76804710e963c,1900-1-1,Cross,36000
Tad952b79e8a9d485a93e61044892821e,T44ef062565c10ac7bce062d51fd9f962,1900-1-1,Cross,36000
Tb125b0e67db1531de00be6ffc2530bc5,T6b3135b39a0a16150a4ec3f641df17ae,1900-1-1,Chain,36000
Tb77b7ea962d09ae09ce63e9241dbecb3,T892b73cde008ae2ea83ad8377e55af6c,1900-1-1,Chain,36000
Tb85d4525a5e8939d8190811500c2e80b,T84979c6d59de09bdf09d28b4fe9be02f,1900-1-1,Cross,36000
Tb9b42ad2c0f9b5f74dd0f0d7f83b1af7,T9983d03d56aae5d6d6df3d6c0ff26869,1900-1-1,Cross,36000
Tbd1c36d533e5f604873648320134017c,T36e5fab7f7df9c9c0f87ba7371ced2a9,1900-1-1,Cross,36000
Tf30de101df1f6d5cab1d62ffb87c437f,Td31fd02991afacfb0c680400156e28d4,1900-1-1,Chain,36000
Tbc5eaa953c5da700dcc281a6856bff37,T683b909c252c6a9af9359a761d6a4f85,1900-1-1,Chain,36100
T4f1e6411ef8f8a292343b84ec32f55b8,T61fd2193e6f2500b9dba994ad86a1175,1900-1-1,Cross,36121.8
Tb2defd1fab3d0e72e085064e976afe6b,Tad11841a7f685d8cf5d0d5ab59b2140b,1900-1-1,Cross,36621.07
T52d118e7ce5011ea6d31a859255ef446,Tf9979489f5df7c96034f18abfdb261f3,1900-1-1,Cross,36800
T8be5d355048f7d6062bfa72be5e27478,T74e029e25a663b33f514446e1ad28c82,1900-1-1,Cross,36800
T23c2160505234bf06904b3e03f2461aa,Tc206312d2ad134418c72f610a104fd7c,1900-1-1,Chain,36943.92
T7fb375fef531b4ed57b4529ff3826241,T95c27311460453143db7ab18fcbc9a76,1900-1-1,Chain,37000
Te4f3c333e2afe7f074e0cbda33fb9fb0,T5cc521568cda82832a6254dc31bd4444,1900-1-1,Chain,37000
T804cbb9ff80ba8528204a4cbaacbda7b,Tdf3a0fc55cdc79814b89e3c36b915667,1900-1-1,Cross,37192.16
Teef51d0fcc9d760edd5e2ca1e8d096f5,Te47f6f3d1a7155a73e97776fc43a54ed,1900-1-1,Focus,37220
T6daaca4bb6d1636521a645948a2a7b28,T4f167feb0fbec3d555ef59ab2bce7ea3,1900-1-1,Focus,37444.53
T6daaca4bb6d1636521a645948a2a7b28,T60c67f3e1e0833c755a61351a3312b27,1900-1-1,Focus,37444.53
T6daaca4bb6d1636521a645948a2a7b28,Tcf4b73257ee7b829302c07f4396eb40c,1900-1-1,Focus,37444.53
T6daaca4bb6d1636521a645948a2a7b28,Te74f46fb88eaef378cd911b5cb2c0796,1900-1-1,Focus,37444.53
T145a890f562de3c852971a064dcc3088,Ta2ebd37a1d80d93599075982300426ad,1900-1-1,Cross,37600
T89cdbdd7592353837bcf808ccc6af6cb,T996c858c72b6d60840959400409716c8,1900-1-1,Chain,37757.38
T16de4d062b1e3169e600681e702399c2,T678005c3729680ce7d8137b513dd403c,1900-1-1,Cross,37761.3
T3dd0fae26e7d022961096423d84dde9a,T1474994fdd92ca5bb0b854410da00e8b,1900-1-1,Chain,38000
T52d118e7ce5011ea6d31a859255ef446,T972ac045921155e33ebb3b2ec61b0577,1900-1-1,Cross,38000
T668e9e0a6dd37fcf6e1c2c8710614e71,T5760cbd96064bbb87447d00430705513,1900-1-1,Cross,38000
T91fe565a4ffafb2e873b2ee569293644,Te9331b06efd48f2c5f921fa6ca58c825,1900-1-1,Cross,38000
Tca4c95a7dcb2312a977b8965cb7311bc,T713ffffe313084df8c14d04d924ed2c6,1900-1-1,Cross,38000
Tf8f49fd8dac27b5621f46dde47e5a99c,Ta27c01612a9d2c97546b3c5f34b384e8,1900-1-1,Chain,38000
T4c73a1620d43b261a695337ae7b9c8a6,T6122de7d20c6e3db109745aa7dab32a2,1900-1-1,Cross,38197
T8984ab20305e36d8e7224a7e07b559bd,T2811eaa097d13a549d3fa9e15df7798a,1900-1-1,Cross,38200
Tc695a5e19455b3ede69b1b2ce9d88d8c,T8ca9c612ce6dd17b7a6f523cbf7574e8,1900-1-1,Cross,38372
T7c22523cd4932c92bb9700e6fd3408aa,Ted20dbb039f8a7344a3bb4a76bb062e0,1900-1-1,Focus,38400
Tb40bd9150f6a9f3159ff686137cd8a0e,Te048e66d16c8f6209d11879321d799b0,1900-1-1,Focus,38400
Te972dc38cd20e6b94a60ff3840b2334d,Tf6dff12e65f9d76184c87bf5fd86bb98,1900-1-1,Cross,38400
T787a5fb6ae21948d79e3ff92b75fe40f,Tf4ecab12c2ef2b407d045af172e4ec43,1900-1-1,Chain,38420
Td3ac1b688774488ff019f244a5b4ad15,T10d288a7446aa679570cc223eeee9fa1,1900-1-1,Chain,38500
T4cbdfaddf1a2a2299b3a42ff98198231,Tc17ef35d8b751556f3afa05b1fda7eb6,1900-1-1,Chain,38600
Tc1f48ae459e3aa1424525690084cb28f,Te048e66d16c8f6209d11879321d799b0,1900-1-1,Focus,38644
T18c8c2dd69f75382a735de4e172bb3f8,T81dadfbea8912979c63a69e3ef98e6fb,1900-1-1,Chain,38800
Ta9d4cc4cdeca18a4a988292ab63f7516,T3414857a33f925678e04b20df1d4f59e,1900-1-1,Cross,38900
Tab2ca693309c01c1443fe53d775080b0,T2f77a7b63525d280f7d07cb6819ba232,1900-1-1,Cross,38900
T0f81a6f0b52c6878e53ff48232ee8070,T3939fa6a2d03a120178da950555a2d3d,1900-1-1,Chain,39000
Tcf620cc3df92505121c4b3fc1d547f46,T1fe87d2013a545db3edf1c99e30e1d06,1900-1-1,Cross,39000
Tdcbc071d8a3b8152ab061d55574680fd,Tbf4e293f88eb6e6f2a4a41399e72d328,1900-1-1,Chain,39000
Tbef02294dceedee83aefbf2bcafbfddf,Tddeeb750d3e384483ce6c0cb5b4a8fd4,1900-1-1,Chain,39080.34
T0a9f70e81378e6957a075f02e7e7fd42,T4f1d3f82b017461d921b7853f5205620,1900-1-1,Chain,39200
T0a9f70e81378e6957a075f02e7e7fd42,T4f1d3f82b017461d921b7853f5205620,1900-1-1,Chain,39200
Ta8204f8508d46c431c70deb5f29fda25,Tae3fc648f744e739d87901c71db3009c,1900-1-1,Cross,39330.97
Tc7665861c1cda33bb44bc41d3b544ecc,T6aac359675637c75f2ec67b63a617969,1900-1-1,Cross,39600
Tc7936f8fa0acbc616c0a93dbec0ad431,T0dc0cfc8be4bc560b9df219ea0eb4514,1900-1-1,Focus,39600
T7e39a87fa76c9692ba59e6feb9287cfb,Tdf25b2d904b25ef41f1077dd0ae668c8,1900-1-1,Cross,39764.7
T6538863441b5e4a7b8fd214240477aa3,Te4a7fbd0db806ada68ca7acb06944687,1900-1-1,Chain,39793
T570905dad7e4f954ad2ac405c3698ca3,Tf44aa73f3f8619342119090c68cf35d9,1900-1-1,Chain,39795.2
T4ecc363e2cd6e86430aea4a8ee3e803e,T3cd17ff3eb4960259302224aded670e1,1900-1-1,Cross,39960
T655094475a0595b210e00949d3b8276b,Td027118224d79b16421fde327be1e080,1900-1-1,Focus,39998
T07ea8d9f17526b65f706428047a65e25,T02c4a1f3714b4300333efcd2e486056f,1900-1-1,Chain,40000
T08f49d36e7e216a82df80a7db0c22006,Tea881104e6ebcfd5b69c6cb848a64d52,1900-1-1,Focus,40000
T1ceb4f5ac4291e6f09ac35a114d90f27,Tcbbc54df8722703dbbbff98b2a206838,1900-1-1,Chain,40000
T21590f493c68b37fa05212d0d074f3b9,T4faf4a15228cc82cefd5027861543c05,1900-1-1,Focus,40000
T2b5ded7cef6652bce0bdfb42918f2869,T54718c2b2c90ed68550c17cb3f35d32c,1900-1-1,Focus,40000
T2df9a7b56235d7ab450409b97a97b854,Tcdc1a7024c4560863a1fd3131d624fe7,1900-1-1,Cross,40000
T2e597b087041ad053ad1d207ca8d3844,Tce6e6bf4131c9cdc3f66faac4b16d745,1900-1-1,Cross,40000
T3ea699e5030a4a9a2bfd7b6ff17b8304,T6e318ca9e015b4152f8112e617c9e9f1,1900-1-1,Cross,40000
T416d0bedc1c4194fc8033a9a6a4e1bc8,T1fbd85b77751e5aaf7a0fd662c13cbcd,1900-1-1,Cross,40000
T43ab544557f0ecf5e612f78909d5bc16,T8b9d5d44fa1fd965beb6dc245037cab5,1900-1-1,Cross,40000
T4520219bbfe6b49b61d914b82730d7e7,Tf2d1c75aa6a054993e641a7fc3364235,1900-1-1,Chain,40000
T4a13475b7c9c27364fd8913db955ada3,T02bda800ff3ea46cac951626f643d7cf,1900-1-1,Chain,40000
T4b69d3614fcc826fbb9a82ba999a6445,T1ea274edd0a5175a982a1b71ccc902ff,1900-1-1,Cross,40000
T53e0c3681ddc4bf342d592eeaf2c99f2,Tb9457f0c7bacc16e1a5f08515f6d9806,1900-1-1,Cross,40000
T5c2d47ee502533249581c31f35cfc115,T2bcac6d3ff9664fa9f5aba60ce785a69,1900-1-1,Cross,40000
T5e21940c54420e39f54ff75aa52ae5fd,T147750f0e470a9f2b48ef5727e73ec27,1900-1-1,Chain,40000
T687794eac46af445cd061f15c7183f78,T0104199f79fab5f02285c09cfad49207,1900-1-1,Cross,40000
T6f67e454882ff30514d41184ca5563e8,Tc6d3326478d65b8eaacea304e8520f43,1900-1-1,Cross,40000
T6fd27b1bfc33ecbace9345650f73ac04,T4301678481bb51acd6d56d4ed4e94236,1900-1-1,Chain,40000
T704dc9528c3a90c6ec9601d6aba75ef3,Tbc8dbfdcc67e2c4a3132c1610f949ffc,1900-1-1,Chain,40000
T75507466af175340216c90e5e3b68924,T1d7ac999ee8b5ed021833ed1765e95da,1900-1-1,Chain,40000
T769285683871ea228ffbe8f09011bddb,T65e98178188b7915b1912303c7a805c8,1900-1-1,Chain,40000
T7a14ac51c832b3960899ed3869d7323a,T165a61fa94a8ce899b55b636e93cce99,1900-1-1,Chain,40000
T7e39a87fa76c9692ba59e6feb9287cfb,T852a99d0f91ff2d40fc776b6c7a9bd3c,1900-1-1,Cross,40000
T80a72d02396442bf568d34e5d671337f,T331f2b0fbbfa9d8e2af22b66ab6c8fa1,1900-1-1,Cross,40000
T84508d7e36d68944b3118efc168d588e,T3fd6014f74ab483eab73cc4525c43934,1900-1-1,Cross,40000
T97ad61f54968f0841befe263c6fdc841,T530774225ab5fb437912601db5b30d83,1900-1-1,Cross,40000
T97d03fe18a7329e85d507125ac14cb3d,T4ed01696417098512157976b32862f57,1900-1-1,Chain,40000
Ta779b9b764258838836f41b992a87dff,T17c978d6ad7676ebcab9dc6a12bf8855,1900-1-1,Cross,40000
Ta779b9b764258838836f41b992a87dff,T24ed379765613d9662f22e2c15470e6a,1900-1-1,Cross,40000
Tab2ca693309c01c1443fe53d775080b0,T17c737cfb6a30a9d526a2bdb4625ad9b,1900-1-1,Cross,40000
Tab2ca693309c01c1443fe53d775080b0,T589586d83daa9cd927c6555f441687a0,1900-1-1,Cross,40000
Tab2ca693309c01c1443fe53d775080b0,T87377b280a596880be948f374f62aa74,1900-1-1,Cross,40000
Tb30a2cd176f3a266bc42cb7e64feb32a,Tf02e53a17f40becb3b96f0a8d24e298f,1900-1-1,Cross,40000
Tb32ae8f173d011cb8cce83da8e059bf8,T2d440cb795593d71183055ca70b5a6c8,1900-1-1,Cross,40000
Tb382a1c27e6e85492141bec4feef71cb,Tb455c001512f0883159f11486a7eb858,1900-1-1,Cross,40000
Tb6dc41660fbb53e98483a6dfc4afca63,Ta8d36129363a37d2f381f7e2a0323729,1900-1-1,Cross,40000
Tbc4a03aa866fe75c31ff99966632432f,T675c633db437aaed7260956cddf6dfa8,1900-1-1,Focus,40000
Tc33d5c107f0cd326a890c4de563fb95c,T77ca2754f984b56151a49f93247efa27,1900-1-1,Cross,40000
Tc9061058e1e639ec516d6707ef29f24f,Tb5c3a574ad2b15c1eefbda61ad2b3a6e,1900-1-1,Cross,40000
Tcc1a3b626e852426f0242de836aeec75,Tbae8ee67b57a5179b81e37c6ff9892d4,1900-1-1,Cross,40000
Td41133df1d695699b2ad75f288e8c23a,T8132538bca4c4d041853980ef35d0e7f,1900-1-1,Cross,40000
Tde5ce2d131e78d1c85d09b9917b00cd9,Ta3084c549ed2ec9781a856fcc265abf5,1900-1-1,Cross,40000
Te34e63f80517e307789b465d7eb99b79,T801a296d53002802d506ef67a93ce379,1900-1-1,Cross,40000
Tf4e314d5c0aeedf0739bde3e70796a7c,T96c88d49c14fd13df95e63332dbcc91b,1900-1-1,Cross,40000
Tf8b9eda526eea5afac0b9fa5889d921c,T30ab7dc58116a26dd3cf734957e740a7,1900-1-1,Focus,40000
Tfa46317bc511af8d1fa6f0ed8c0f12b7,T4140c2bfba4739863091cb4e0ecc5c3c,1900-1-1,Cross,40000
Tb382a1c27e6e85492141bec4feef71cb,Tb68ba58553bc1e4baba4ccb04fb7069c,1900-1-1,Cross,40200
T127b2ee3d42e2c4cb6ffa93111d73f36,Tc299a6f10b6e980ad2d974be9ab98f54,1900-1-1,Chain,40202.66
T2659d4214b33b80012f5044a372f9270,T3c1885219d6b75fef72cb4a40954bbed,1900-1-1,Focus,40400
T75d5cf69a321587ea45435f98ec14e3f,T3792a09a44d45d88a4271acd55170b8c,1900-1-1,Cross,40400
T0091c56f71324b72d5ba683d71c36160,T8c49937a167b90a14dae2dcf2e914c2d,1900-1-1,Chain,40660
Ta779b9b764258838836f41b992a87dff,T8278bd4758973caa56fb00d8d056fcc4,1900-1-1,Cross,40800
T24355628f88953558a62bc98b6183cb4,Te97b10a46b3355304bd9c87aa8a1788e,1900-1-1,Focus,41000
T975c2080cd16cd71e717e10ae492fab5,T47edda0da27ed5b17cdf26239368dad9,1900-1-1,Cross,41000
T6c493e4cbe77ba1a8efc3f260a1badef,T9cc41ef0227fa0c78ab4b4ae5cf255b9,1900-1-1,Chain,41056.22
Tc82405885457322f5a53f89e94550ec8,Tde7441c86d47949f6bc6c1f644774c4b,1900-1-1,Chain,41090
Td3dbaa45721663a7d3c53cee09512b8d,Tc9aa38cc9bff98e5e57a0596d64747a9,1900-1-1,Chain,41837
T01b0fe896a9ae0e5fa3950d7e03137b0,T1c148bf0455ec91ae02db3367600b393,1900-1-1,Cross,42000
T0c7662e2a6b85de6878a9ec3b13ca8cf,Teed5719cb1c8c122a77e3c6341b69fb3,1900-1-1,Cross,42000
T52d118e7ce5011ea6d31a859255ef446,T091112f2a89c7bb9e253d152cc948a28,1900-1-1,Cross,42000
T52d118e7ce5011ea6d31a859255ef446,T0df706b0c65d71d2a23cfff383b02c1d,1900-1-1,Cross,42000
T52d118e7ce5011ea6d31a859255ef446,T147b794ec188107082e24448027e8e69,1900-1-1,Cross,42000
T52d118e7ce5011ea6d31a859255ef446,T18052bcb5b69358f8e0bf04e975869b5,1900-1-1,Cross,42000
T52d118e7ce5011ea6d31a859255ef446,T1992b3e8e0159ae2c5f5fbaee473bbc4,1900-1-1,Focus,42000
T52d118e7ce5011ea6d31a859255ef446,T1992b3e8e0159ae2c5f5fbaee473bbc4,1900-1-1,Cross,42000
T52d118e7ce5011ea6d31a859255ef446,T1a14fc0bcb63cd91bcff6d9ba791c942,1900-1-1,Cross,42000
T52d118e7ce5011ea6d31a859255ef446,T2080fee139bb22edb6664793b0b11265,1900-1-1,Cross,42000
T52d118e7ce5011ea6d31a859255ef446,T20c413acd9db878bbea2cc0bff0511c8,1900-1-1,Cross,42000
T52d118e7ce5011ea6d31a859255ef446,T2ea6efae3cab2d6308f3221e5aaae729,1900-1-1,Cross,42000
T52d118e7ce5011ea6d31a859255ef446,T31084b89377042e2d620d84a5656baa3,1900-1-1,Cross,42000
T52d118e7ce5011ea6d31a859255ef446,T3334292ba7837cd42051d0fc2bc05569,1900-1-1,Cross,42000
T52d118e7ce5011ea6d31a859255ef446,T36f1d471fcc8030d3a9f37545363e238,1900-1-1,Cross,42000
T52d118e7ce5011ea6d31a859255ef446,T478258ec539b74b63a439b0660c7a5af,1900-1-1,Cross,42000
T52d118e7ce5011ea6d31a859255ef446,T485e04978b5662284ef5492220ec4c52,1900-1-1,Cross,42000
